room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,swim;hold,swim,1,6,2,NA,NA,match,1,39,38,209,20
1,jump;swim,jump,1,7,2,NA,NA,match,1,38,39,210,20
1,hold;swim,hold,1,8,2,NA,NA,match,1,39,38,211,20
1,walk;swim,walk,1,9,3,NA,NA,match,1,38,39,212,20
1,jump;swim,jump,1,10,3,NA,NA,match,1,39,38,213,20
1,swim;hold,swim,1,11,3,NA,NA,match,1,38,39,214,20
1,hold;jump,hold,1,12,3,NA,NA,match,1,39,38,215,20
1,swim;jump,swim,1,1,1,NA,NA,match,1,40,41,216,21
1,jump;swim,jump,1,2,1,NA,NA,match,1,41,40,217,21
1,hold;walk,hold,1,3,1,NA,NA,match,1,40,41,218,21
1,walk;swim,walk,1,4,1,NA,NA,match,1,41,40,219,21
1,walk;swim,walk,1,5,2,NA,NA,match,1,40,41,220,21
1,jump;hold,jump,1,6,2,NA,NA,match,1,41,40,221,21
1,swim;jump,swim,1,7,2,NA,NA,match,1,40,41,222,21
1,hold;walk,hold,1,8,2,NA,NA,match,1,41,40,223,21
1,walk;jump,walk,1,9,3,NA,NA,match,1,40,41,224,21
1,swim;walk,swim,1,10,3,NA,NA,match,1,41,40,225,21
1,jump;hold,jump,1,11,3,NA,NA,match,1,40,41,226,21
1,hold;jump,hold,1,12,3,NA,NA,match,1,41,40,227,21
1,hold;swim,hold,1,1,1,NA,NA,match,1,42,43,228,22
1,jump;walk,jump,1,2,1,NA,NA,match,1,43,42,229,22
1,walk;jump,walk,1,3,1,NA,NA,match,1,42,43,230,22
1,swim;jump,swim,1,4,1,NA,NA,match,1,43,42,231,22
